koi_dikco_msky,koi_dicco_msky,koi_fwm_srao,koi_max_mult_ev,koi_fwm_sdeco,koi_dikco_mra,koi_model_snr,koi_dicco_mdec,koi_ror,koi_prad,koi_dikco_mdec,koi_dicco_mra,koi_fpflag_ss,koi_dor,koi_fpflag_co,koi_ldm_coeff1,koi_max_sngle_ev,koi_period,koi_incl,koi_fwm_prao,koi_disposition_num
6.325,0.72,-8.98,11.803603,4.79,-5.739,15.1,0.035,0.017456,1.31,2.659,-0.72,0,18.78,1,0.5172,4.8219376,11.7761073,87.47,0.00138,0
0.52,0.45,-0.139,16.121702,-0.02,0.12,130.0,0.43,0.221351,46.43,0.51,0.13,0,1.409,0,0.2938,5.718481,29.7123181,31.46,4.9e-05,0
0.59,1.43,0.55,12.288935,-0.62,-0.11,16.3,1.43,0.024893,1.57,-0.58,-0.05,0,48.85,0,0.6737,4.96706,20.6180348,89.82,-0.00061,2
1.19,1.06,-0.55,15.501348,-0.72,-1.19,18.0,0.11,0.029059,2.42,0.09,-1.05,0,20.0,0,0.398,4.2165155,19.9401211,87.53,-0.00019,2
0.81,0.86,-0.89,12.016888,1.12,0.39,16.2,-0.81,0.008612,2.04,-0.71,0.27,0,10.46,0,0.3469,4.1765594,22.2420032,85.08,5.7e-05,2
0.51,0.55,0.16,15.536409,-0.55,-0.18,11.9,-0.44,0.005515,0.59,-0.47,-0.33,0,10.79,0,0.4096,3.8548095,3.88148385,88.66,-2e-06,2
0.61,0.08,-0.06,22.317495,-0.81,-0.548,68.3,0.07,0.01816,1.42,-0.26,-0.018,0,4.179,0,0.4767,3.943266,0.577369336,89.56,-7.7e-05,2
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,23.0,0.0,0.021076,2.39,-0.017,0.0,0,15.46,0,0.392,5.5897505,186.65435483,88.5,0.0,0
0.96,0.57,0.397,422.22046,0.374,0.86,485.5,0.15,0.03461,4.75,0.43,0.55,0,23.9,0,0.319,53.94007,12.720370263,88.12,-0.000879,2
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,23.0,0.0,0.021076,2.39,-0.017,0.0,0,15.46,0,0.392,5.5897505,86.59322294,88.5,0.0,0
0.48,0.39,0.19,19.686432,-0.54,-0.47,22.9,0.15,0.030548,3.21,0.06,-0.36,0,10.06,0,0.3342,6.211155,11.96407399,84.85,-0.00122,2
8.986,8.883,-36.87,14.080627,27.03,-5.773,20.7,6.74,0.021013,9.48,6.886,-5.786,0,2.4,1,0.5474,5.145171,2.493237866,66.07,0.0,0
0.51,0.45,-0.78,16.946104,-0.44,0.51,21.2,0.32,0.018884,1.49,-0.04,0.33,0,25.7,0,0.6908,4.2446556,12.90467523,88.77,0.00038,2
1.03,0.94,-0.66,14.96292,0.52,0.95,19.5,0.5,0.010983,1.47,0.38,0.8,0,87.2,0,0.3719,5.0275583,68.8861017,89.84,0.000107,2
0.7,0.5,-0.6,13.291759,0.85,-0.27,16.7,-0.4,0.019277,1.68,-0.6,-0.2,0,21.5,0,0.6385,3.155929,9.99115241,88.16,0.00018,2
0.84,0.53,-0.12,21.589489,-1.35,0.0,24.6,-0.52,0.010492,1.42,-0.84,0.09,0,23.76,0,0.2859,5.3724456,4.267961416,89.39,-4e-05,1
0.53,0.4,0.17,18.845905,1.16,0.44,21.4,0.2,0.01758,3.1,0.29,0.35,0,34.42,0,0.4046,9.500339,36.292017,90.0,-3e-05,2
0.173,0.189,0.023,135.50293,-0.288,0.085,20.6,0.178,0.018924,50.6,0.151,0.061,1,3.02,0,0.799,17.20733,0.925589891,78.23,-1.2e-05,0
0.03,0.19,0.21,53.37347,-0.59,0.011,68.6,0.14,0.044983,2.64,-0.03,-0.118,0,47.1,0,0.5081,10.909058,17.25121397,89.09,0.00105,2
7.82,8.46,-43.53,22.613558,-72.02,-3.44,58.5,-7.58,0.278578,31.18,-7.03,-3.74,0,1.355,1,0.3588,5.2199,1.867281146,22.51,0.01598,0
0.36,0.1,-1.58,16.452356,0.43,0.0,19.2,0.08,0.010094,1.21,0.36,0.05,0,17.44,0,0.4096,4.107848,9.30991834,88.19,0.000167,2
0.84,0.8,0.2,13.261151,1.8,0.78,15.8,-0.34,0.019889,1.68,-0.32,0.73,0,37.14,0,0.5684,3.578067,18.1209388,89.83,-0.00045,1
0.29,0.38,0.19,16.056055,1.68,-0.29,17.2,0.3,0.008203,0.77,0.04,-0.23,0,9.0,0,0.3238,4.924471,3.23941775,87.54,-4.1e-05,2
1.17,0.94,-2.7,10.48545,-0.6,-0.81,12.4,-0.67,0.008903,1.15,-0.85,-0.65,0,8.21,0,0.4191,3.6915476,3.98864999,87.52,0.00022,1
0.43,0.09,-0.01,15.191005,0.99,0.21,19.8,-0.08,0.01576,1.5,-0.37,0.02,0,16.33,0,0.4415,3.8826442,2.524017517,89.73,6e-05,2
0.88,1.01,-1.8,11.06566,0.3,-0.74,11.8,-0.6,0.018288,2.22,-0.5,-0.83,0,24.666,0,0.319,3.9577832,25.1123362,89.98,0.00075,1
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,6.4,0.0,0.047334,5.75,-0.017,0.0,0,13.11,0,0.3361,5.5897505,2.121023807,85.37,0.0,1
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,23.0,0.0,0.021076,2.39,-0.017,0.0,0,15.46,0,0.392,5.5897505,33.18089453,88.5,0.0,1
0.49,0.45,-0.84,14.219638,-0.53,0.36,15.5,-0.34,0.007131,0.84,0.33,0.29,0,8.16,0,0.3858,4.928477,3.55557922,88.11,5.4e-05,1
0.34,0.25,-0.42,11.031231,-1.29,0.32,13.7,0.24,0.018653,1.47,-0.12,-0.07,0,42.5,0,0.6908,3.4364064,31.2012202,89.04,0.0002,2
0.45,0.45,0.34,17.997093,-0.93,0.27,22.2,-0.38,0.010811,1.3,-0.35,0.23,0,28.19,0,0.4526,6.117268,22.5968256,89.87,-4.2e-05,2
0.7,0.74,-2.02,12.821955,0.09,-0.51,15.9,-0.5,0.013356,1.61,-0.48,-0.55,0,39.7,0,0.4526,4.704532,45.3486381,88.78,0.00034,2
0.09,2.42,1.41,22.985737,-0.54,0.01,26.1,-0.03,0.019706,2.12,-0.09,-2.42,0,13.711,0,0.3511,4.5536475,5.25419589,89.97,0.00053,2
0.06,3.35,-1.71,11.781019,-0.63,-0.06,9.3,2.31,0.016855,1.77,-0.02,2.42,0,19.04,0,0.3588,4.590741,5.90608902,89.93,0.0001,2
0.28,0.06,-0.75,41.48566,0.01,-0.14,46.7,0.0,0.034399,1.91,-0.24,-0.05,0,25.6,0,0.4224,8.291335,13.81504449,88.06,0.00058,2
0.52,0.24,-0.51,16.569988,0.33,0.01,19.4,-0.21,0.010188,1.5,-0.52,0.1,0,15.86,0,0.3534,4.1493917,12.4128518,87.43,3.9e-05,2
0.45,1.7,0.83,22.701654,0.41,-0.44,25.3,-1.47,0.019616,1.82,0.11,-0.81,0,8.254,0,0.3858,4.2532325,3.92453009,89.22,0.00029,2
0.17,0.19,-0.01,17.026577,-0.59,-0.03,17.8,-0.19,0.024534,1.88,-0.16,-0.01,0,41.39,0,0.6188,4.426605,11.60653061,89.97,-0.0001,2
0.06,0.12,-1.37,20.38139,-1.06,0.06,23.3,0.09,0.015027,1.48,-0.01,0.08,0,8.12,0,0.4035,3.7475994,2.66831274,87.65,0.00041,2
10.551,10.354,5.59,11.855235,19.4,0.026,13.1,10.354,0.0126,1.33,10.551,0.094,0,6.94,1,0.3447,4.3162947,2.9322509,86.22,-0.00091,0
0.28,0.24,-0.68,14.569964,-0.4,-0.08,17.6,-0.24,0.010955,1.34,-0.27,-0.01,0,26.93,0,0.2914,4.1291275,23.4772553,89.97,5e-05,2
0.36,0.46,-0.35,15.739848,0.21,0.22,21.3,0.34,0.013335,4.96,0.28,0.31,0,47.37,0,0.4109,5.2283907,66.5576728,89.69,6e-05,2
0.583,0.61,199.41,18.51607,-13.28,-0.004,27.9,0.0,0.020811,2.15,-0.017,0.0,0,1.32,1,0.3511,3.6148958,2.01948607,42.29,-0.03854,0
1.97,1.9,2.62,17.629189,1.82,1.86,22.2,-0.58,0.008074,0.86,-0.66,1.81,0,3.19,1,0.4341,4.6727433,3.04468229,78.74,-0.00017,0
0.583,0.61,-42.5,13.457208,-7.5,-0.004,13.4,0.0,0.022798,2.46,-0.017,0.0,0,60.6,1,0.3963,6.962865,15.05028313,89.95,0.02318,0
0.359,0.015,0.0001,1514.2845,-0.3629,0.136,1341.6,-0.008,0.170837,10.6,-0.332,-0.013,0,12.637,0,0.5825,114.0954,2.455240626,89.35,0.0003,2
1.01,0.98,-0.14,15.25862,1.17,1.0,15.8,0.16,0.015633,1.35,0.19,0.97,0,33.91,0,0.4966,3.5330544,9.08233411,89.56,5e-05,2
0.583,0.61,1.49,19.927898,-4.54,-0.004,31.5,0.0,0.014827,1.24,-0.017,0.0,0,5.83,1,0.6323,3.912206,0.790539912,89.92,-0.00031,0
9.917,9.909,-7.43,17.060822,-6.7,-2.074,11.5,-9.666,0.016508,1.82,-9.698,-2.183,0,9.47,1,0.4695,4.3321447,1.705782214,85.7,0.00114,0
5.85,5.93,0.65,19.188797,3.56,0.19,85.2,5.93,0.222839,16.99,5.84,0.24,0,1.233,1,0.4535,3.9497056,0.532086296,13.57,-8.6e-05,0
0.31,0.39,0.0,17.269434,0.36,0.13,22.8,0.34,0.039415,2.89,0.28,0.2,0,29.8,0,0.674,6.0625596,47.7052566,88.24,4e-05,2
1.36,0.88,0.209,222.45161,0.471,1.17,274.5,0.41,0.018412,2.53,0.69,0.78,0,13.7795,0,0.319,22.156876,6.238535444,89.97,-0.000225,2
0.55,0.27,0.35,11.653137,-0.1,0.44,15.1,-0.1,0.0332,1.68,0.33,-0.25,0,35.6,0,0.4047,4.841739,86.829519,88.47,3e-05,2
0.22,0.18,-0.79,14.043629,0.6,0.04,16.8,0.17,0.028013,3.41,0.21,0.04,0,8.55,0,0.319,4.0451484,9.95667035,83.62,0.00035,2
0.54,0.58,-1.14,17.48328,0.4,-0.31,20.3,-0.55,0.013087,1.64,-0.44,-0.18,0,19.42,0,0.4603,4.122965,10.41728722,89.65,0.00023,2
0.57,0.52,0.34,18.198313,0.31,0.54,22.9,-0.06,0.008209,1.49,0.19,0.51,0,3.887,0,0.4046,3.6301932,0.984941669,89.33,-1.8e-05,2
0.13,0.24,0.4,29.192568,-0.24,0.02,35.3,-0.04,0.019059,1.6,-0.12,0.24,0,2.69,0,0.5167,4.1535525,0.663085361,71.76,-0.00025,2
0.54,0.61,-0.53,15.927306,-0.82,0.46,20.5,-0.18,0.014589,2.33,-0.29,0.58,0,14.92,0,0.4133,4.806006,19.1187425,87.16,-5e-05,2
1.91,1.92,-1.37,29.884254,2.06,-1.09,33.5,1.59,0.014029,4.91,1.56,-1.08,0,1.685,1,0.3391,4.5642295,1.08749101,54.5,0.000181,0
5.39,5.45,9.6,10.598918,-7.6,4.6,12.7,-2.8,0.008438,0.91,-2.81,4.68,0,6.481,1,0.3511,3.3306398,1.183818383,88.49,-0.000729,0
4.6,4.6,5.39,18.483387,2.13,4.14,23.3,2.1,0.01264,1.33,2.0,4.08,0,5.207,1,0.3858,3.999111,4.98845099,89.55,-0.00106,0
0.34,0.17,0.1,22.25087,-0.33,0.33,38.2,0.11,0.020559,1.21,-0.08,0.12,0,14.77,0,0.5081,4.2093735,3.543919702,89.91,0.00024,2
2.84,0.47,0.57,11.9206705,0.15,2.59,12.9,-0.25,0.010655,1.37,1.17,-0.4,0,20.61,0,0.4191,3.8739314,8.28157072,89.88,0.00027,1
0.32,0.28,0.19,13.201293,1.38,0.15,25.6,-0.14,0.010598,0.96,-0.28,0.24,0,6.414,0,0.5256,3.8428228,0.82628442,87.5,-2.6e-05,1
0.25,0.7,1.14,15.772048,0.33,0.25,17.9,0.66,0.02038,2.15,0.02,0.2,0,24.83,0,0.4282,4.101644,6.37705295,89.46,0.00056,1
0.16,0.14,0.4,12.429709,-1.9,-0.15,14.8,0.01,0.020396,1.94,0.04,-0.14,0,17.0,0,0.5086,4.6469154,8.83929462,86.88,-9e-05,2
5.38,5.4,8.8,14.677425,4.92,4.43,24.7,3.05,0.011358,1.88,3.04,4.46,1,4.18,1,0.2951,4.4641733,0.631795416,84.05,-0.001264,0
0.54,0.53,0.95,13.309786,1.3,0.48,15.7,0.24,0.012323,1.2,0.24,0.47,0,19.87,0,0.3928,3.8182704,7.56126152,89.27,-0.00018,2
0.47,0.53,0.91,10.0909195,-0.7,0.39,11.5,-0.5,0.020074,1.14,-0.26,0.19,0,64.76,0,0.4224,3.8563123,34.9897847,89.97,-0.00045,2
1.52,1.5,1.4,8.993365,-0.9,1.14,11.2,-1.17,0.017602,1.0,-1.0,0.94,0,28.2,0,0.4224,4.2942157,7.05429483,89.02,-0.00045,2
0.77,0.85,0.64,13.089503,0.4,0.32,15.9,0.77,0.009599,0.55,0.7,0.36,0,8.16,0,0.4228,3.4360602,2.27050106,86.68,-6.7e-05,1
0.93,0.84,1.88,18.662968,1.01,0.93,20.9,0.03,0.017057,1.59,0.07,0.84,0,45.37,0,0.5167,5.2964435,26.7838935,89.95,-0.00059,2
0.7,0.6,0.74,16.393923,-0.97,0.11,17.1,-0.4,0.018205,2.32,-0.7,-0.49,0,46.2,0,0.2947,6.129062,45.126216,89.39,0.00041,2
0.72,0.75,0.8,14.769549,2.6,0.63,15.6,0.15,0.022753,1.86,0.35,0.73,0,30.6,0,0.5746,3.6904318,11.94019101,89.35,-0.00074,2
3.24,3.22,4.37,18.492785,0.98,2.94,22.5,1.22,0.008609,1.1,1.35,2.98,0,7.72,1,0.2859,4.1462407,3.51295674,86.29,-0.000225,0
0.37,0.54,-0.95,13.4371195,-0.39,-0.04,17.3,0.54,0.03163,2.78,0.37,-0.06,0,54.2,0,0.582,4.484472,48.4313003,89.11,0.00093,2
0.23,0.13,-0.47,82.67765,-0.04,-0.218,101.1,0.08,0.038237,2.25,0.07,-0.1,0,22.473,0,0.4224,11.845864,7.203855862,89.9,0.00029,2
0.99,0.53,-1.56,12.782846,2.27,0.01,14.4,0.52,0.008644,0.73,0.99,-0.12,0,19.83,0,0.4966,5.2868323,6.73808701,89.57,0.000147,2
5.27,5.3,8.0,11.577439,10.8,3.34,12.8,4.15,0.019126,2.45,4.073,3.3,0,22.89,1,0.2998,3.4927707,7.57571414,88.97,-0.00317,0
5.01,5.0,1.65,16.127527,6.84,1.81,20.0,4.65,0.01042,2.11,4.67,1.83,1,16.81,1,0.3354,3.3778718,4.76887671,87.77,-0.000188,0
0.135,0.059,0.6,44.80835,0.26,0.106,88.7,0.005,0.313479,23.45,-0.084,0.059,1,2.42,0,0.3888,6.1393433,1.347512632,58.91,-0.00081,0
7.651,7.611,1.26,21.799551,8.05,-2.436,45.2,7.241,0.01472,1.32,7.253,-2.346,0,2.5,1,0.4415,3.840631,0.512581697,83.5,-0.000378,0
4.07,3.78,-5.97,13.973922,-2.95,-3.48,14.0,-1.91,0.011165,1.03,-2.11,-3.26,0,40.3,1,0.49,4.2975254,12.07760884,89.62,0.00096,0
0.01,0.1,0.07,20.960503,-0.11,0.0,33.2,0.08,0.021575,20.83,0.01,0.06,0,26.895,0,0.3651,5.2022886,18.55581565,89.84,-4.2e-05,1
0.44,0.32,-0.04,15.548629,0.36,0.26,17.1,0.22,0.228694,25.95,0.36,0.24,0,19.3,0,0.3447,4.434977,13.33094869,86.44,-0.00065,1
5.013,0.97,-1.58,17.614754,3.74,-1.76,23.8,0.97,0.030114,2.35,4.694,-0.09,0,29.41,0,0.4767,5.674467,6.38315744,89.94,0.00068,0
0.353,0.32,-0.12,84.951836,0.57,-0.225,106.5,-0.27,0.044275,2.47,0.272,0.162,0,51.1,0,0.4224,17.74914,27.52194772,89.61,0.00031,2
0.39,0.16,-1.68,16.902508,0.8,-0.36,21.3,0.06,0.024747,2.94,-0.16,-0.15,0,6.67,0,0.4695,4.422884,16.1289679,81.65,0.00022,2
0.22,0.16,-1.0,13.206011,-1.3,-0.05,15.4,0.12,0.017929,1.75,0.21,-0.11,0,14.04,0,0.3928,3.9537559,13.5631157,87.13,0.00031,2
0.26,0.3,0.91,14.116614,-0.5,0.03,15.7,-0.29,0.0174,1.83,-0.26,-0.08,0,58.5,0,0.4695,6.1217804,16.2959916,89.79,-0.00029,2
1.21,1.33,-0.56,14.0594635,0.4,1.03,16.3,-0.98,0.007855,0.7,-0.64,0.91,0,12.26,0,0.4415,4.4362693,4.16056658,89.68,4.9e-05,2
7.79,7.81,14.2,12.935102,-14.5,7.43,15.0,-2.376,0.013311,1.15,-2.321,7.44,0,8.74,1,0.398,4.196373,2.93101771,86.57,-0.00256,0
3.16,3.64,0.58,175.61543,1.242,1.86,179.5,2.97,0.022303,1.9,2.56,2.11,0,69.576,0,0.4341,45.317265,39.79220077,89.98,-0.00081,2
5.4,5.09,34.38,16.26874,7.24,5.23,20.5,1.4,0.021927,2.11,1.327,4.89,1,26.9,1,0.4966,4.203815,16.2276756,88.65,-0.01732,0
3.96,4.22,8.4,15.419067,-2.85,3.89,18.3,-1.04,0.22532,17.94,-0.74,4.09,0,1.796,1,0.3556,4.490708,1.595630597,47.66,-0.00193,0
0.86,0.63,0.41,17.049992,0.48,-0.76,21.9,-0.38,0.011998,0.96,-0.4,-0.5,0,29.32,0,0.6323,3.9481695,14.8200596,89.88,-0.00014,2
0.61,0.53,0.14,17.465052,-0.27,0.26,23.3,-0.49,0.023227,2.34,-0.55,0.22,0,36.66,0,0.4191,4.538423,20.49041,89.98,7e-05,2
7.1,7.1,2.5,23.182957,2.31,5.4,28.7,4.5,0.088515,29.27,4.51,5.4,1,1.108,1,0.2887,4.405946,0.962827066,13.09,-0.000145,0
0.55,0.49,-0.69,17.404188,-0.22,0.44,19.9,-0.19,0.015997,1.79,-0.33,0.44,0,22.95,0,0.3447,3.705681,8.679037,89.44,0.00026,2
0.52,0.53,2.06,13.063752,0.51,0.04,14.7,0.52,0.018314,1.93,0.52,0.07,0,24.37,0,0.3447,3.5554564,11.1296971,88.66,-0.00087,2
0.36,0.21,-0.02,14.404189,0.81,-0.15,18.4,0.21,0.011314,1.53,0.33,-0.05,0,6.73,0,0.3729,3.3651447,2.7296036,85.66,0.0,2
0.47,0.52,0.3,16.305918,-2.15,0.39,18.8,-0.22,0.016885,1.59,-0.25,0.47,0,13.389,0,0.4603,3.3346357,3.11604194,89.17,-8e-05,2
0.29,0.07,0.49,24.248087,0.43,0.15,32.4,-0.05,0.036335,2.13,-0.24,-0.05,0,180.2,0,0.5081,11.203697,46.82767725,89.87,0.00036,2
0.79,0.62,-0.69,11.28038,0.53,-0.64,12.9,-0.23,0.009176,0.87,-0.5,-0.58,0,27.3,0,0.4526,3.347503,12.7372371,89.24,7.1e-05,2
0.65,0.9,-1.32,16.049892,-0.62,-0.02,19.5,-0.88,0.013429,2.01,-0.65,0.14,0,61.0,0,0.4213,4.7247276,40.0306267,89.7,0.00019,2
0.34,0.18,-0.16,31.984018,-0.15,0.06,36.7,-0.15,0.014073,1.4,-0.33,0.1,0,4.269,0,0.4695,4.846571,0.679336747,87.19,-2.4e-05,2
0.068,0.134,0.103,1372.7269,0.072,0.031,534.5,0.133,0.499257,46.07,0.061,-0.017,1,172.4,0,0.3342,637.5966,213.6103207,89.68,0.004,0
0.106,0.031,-0.601,938.0211,-0.096,-0.048,897.0,0.012,0.168735,24.4,0.094,-0.029,1,72.831,0,0.3534,454.1527,170.8658492,89.46,-0.0001,0
0.971,16.23,-0.5407,221.21457,0.4344,-0.847,124.8,11.474,0.544874,59.5,0.476,11.479,0,45.679,0,0.4035,49.7022,21.47642727,89.99,0.0,1
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,9.7,0.0,0.054672,5.97,-0.017,0.0,0,34.15,0,0.3981,5.5897505,17.5509742,89.38,0.0,0
0.053,0.07,0.059,61.356983,-0.13,0.015,63.1,0.07,0.045589,4.7,-0.05,-0.011,0,100.84,0,0.4526,28.205576,88.5122014,89.86,-8e-05,2
9.6,3.1,-0.04,15.206182,-1.53,0.86,17.4,2.35,0.014437,1.5,-9.6,2.02,0,23.21,1,0.4603,5.938376,10.21507506,89.75,-0.00024,0
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,4.6,0.0,0.023783,1.91,-0.017,0.0,0,18.51,0,0.5382,5.5897505,8.3806973,88.24,0.0,0
0.22,0.29,-0.49,12.803437,-1.5,-0.22,15.8,0.02,0.023111,1.85,-0.03,-0.29,0,67.4,0,0.421,4.2287555,31.0572947,89.72,0.00034,2
0.09,0.02,-0.58,19.017454,-0.02,0.09,28.5,-0.02,0.025685,3.12,-0.03,-0.01,0,5.84,0,0.3239,4.852565,15.1622287,80.54,0.00018,2
0.19,0.26,0.22,23.985958,-0.29,-0.16,28.8,-0.07,0.024216,2.94,-0.11,-0.25,0,5.3,0,0.3239,5.1924124,10.04378351,79.64,-0.00017,2
1.42,2.59,-0.12,14.379563,0.48,0.58,16.8,2.59,0.017508,1.51,1.3,0.06,0,35.22,0,0.4341,4.2824187,7.10397925,89.69,0.00022,1
0.33,0.27,1.81,15.526697,-0.94,0.12,19.4,0.25,0.012288,1.13,0.31,0.1,0,13.9,0,0.582,3.7416196,4.5513988,88.98,-0.0002,2
0.12,0.13,-0.3,42.68845,-0.12,0.0,57.4,-0.06,0.036155,2.13,-0.12,0.11,0,29.7,0,0.4224,7.4485817,10.91274065,88.68,0.0,2
10.37,10.5,20.07,18.712393,0.69,10.34,24.7,0.63,0.201507,18.13,0.71,10.48,0,2.55,1,0.4603,6.653977,12.2141545,62.58,-0.00972,0
10.13,10.13,20.83,13.811562,43.36,4.34,15.7,9.18,0.011502,1.09,9.16,4.27,1,12.91,1,0.3728,3.368786,3.732261,88.23,-0.00322,0
0.5,0.8,-0.71,12.880582,2.22,0.3,15.6,0.7,0.005931,0.6,0.4,0.2,0,12.78,0,0.4096,3.291521,3.03267135,88.93,3.3e-05,2
0.85,0.73,-0.08,15.339475,-0.72,0.79,19.2,-0.05,0.007643,0.95,0.31,0.73,0,11.48,0,0.3928,3.786949,5.34182466,89.65,1.2e-05,2
0.25,0.28,0.17,19.88047,-0.44,0.15,22.9,-0.18,0.014975,1.66,-0.2,0.22,0,8.98,0,0.4282,4.546344,2.131945045,88.66,-0.00014,2
0.41,0.28,0.5,13.311803,0.0,0.26,15.7,-0.24,0.011943,1.13,-0.32,0.16,0,10.416,0,0.3238,4.1123853,12.9462567,89.4,-3e-05,2
0.48,0.42,-0.89,16.683186,0.64,0.41,18.9,0.09,0.023676,1.5,0.26,0.41,0,6.91,0,0.5081,3.8096006,5.77957133,82.13,0.00027,2
0.44,0.35,0.49,13.574523,0.8,-0.44,15.1,0.05,0.011355,1.33,0.01,-0.34,0,14.26,0,0.2914,4.791773,6.77367892,89.09,-9e-05,1
0.37,0.31,-1.73,13.247013,0.52,-0.37,15.1,-0.24,0.006272,0.58,0.05,-0.19,0,15.3,0,0.4341,5.1066856,5.22402436,89.55,7.3e-05,1
0.11,0.17,1.29,16.824768,2.41,-0.11,20.4,-0.1,0.017606,2.08,0.0,-0.14,0,4.09,0,0.4191,4.1776896,11.6601667,76.07,-0.00021,2
0.34,0.3,-0.38,11.411535,-0.04,-0.34,5.7,-0.11,0.009567,2.57,0.04,-0.27,1,27.1,0,0.5277,5.908082,89.465468,88.03,8e-05,0
0.23,0.24,0.99,14.250783,0.4,0.18,16.7,-0.05,0.020538,2.39,-0.15,0.24,0,34.97,0,0.3147,4.7314324,18.0161227,89.96,-0.00049,2
9.61,9.57,-9.45,20.772655,5.21,-9.54,23.6,1.14,0.288798,29.55,1.22,-9.51,1,8.52,1,0.3511,7.9786787,40.8777605,81.49,0.00544,0
4.04,3.19,2.52,12.355037,-1.3,3.82,14.9,-2.48,0.029185,2.6,-1.31,2.01,0,3.47,1,0.3556,3.471076,6.80243431,73.27,-0.000186,0
0.36,0.24,0.62,15.94036,0.6,-0.13,20.4,-0.24,0.026709,2.59,-0.33,-0.04,0,115.1,0,0.4785,5.5247555,84.5733346,89.99,-0.00062,2
3.83,4.2,-0.14,29.897533,0.38,-1.7,32.4,4.0,0.008442,0.72,3.45,-1.3,0,42.18,0,0.4341,7.640557,21.30181863,89.88,-5.6e-05,2
0.69,0.7,2.4,13.618851,0.87,0.4,16.4,-0.6,0.012475,1.93,-0.56,0.35,0,4.27,0,0.3279,4.038791,4.14789051,78.14,-0.00028,2
0.49,0.3,1.49,14.449293,-0.78,-0.05,16.1,-0.29,0.035087,3.14,-0.49,0.08,0,28.0,0,0.4415,4.02406,15.92108138,88.01,-0.00105,1
0.46,0.56,-0.5,17.672268,0.45,0.26,20.2,0.5,0.251685,28.47,0.38,0.26,0,18.98,0,0.3071,4.3425894,19.0054098,86.29,0.00023,2
8.8,8.88,18.5,13.067234,-6.0,8.47,14.2,-2.33,0.010865,1.33,-2.39,8.57,0,6.319,1,0.3239,3.346539,1.96433113,88.55,-0.00245,0
0.6,0.68,0.22,13.533068,-0.46,-0.38,17.8,-0.58,0.00628,1.43,-0.46,-0.35,0,5.27,0,0.4554,3.4308627,2.81043228,86.18,-1.3e-05,1
0.48,0.54,0.42,16.33386,-1.31,-0.2,16.9,-0.44,0.012523,1.21,-0.44,-0.31,0,2.24,0,0.4603,3.6596677,0.968527683,65.17,-5.5e-05,2
0.23,0.14,1.05,17.469727,0.14,-0.21,20.9,0.01,0.013695,1.19,-0.08,-0.14,0,4.09,0,0.5256,4.393739,0.664074145,82.63,-0.00023,2
0.583,0.61,-0.0005,19.2544115,-0.034,-0.004,12.5,0.0,0.005592,1.01,-0.017,0.0,0,22.17,0,0.2996,5.5897505,11.7489907,89.95,0.0,0
0.29,0.23,-1.2,12.113426,-0.2,-0.03,14.7,-0.23,0.026036,2.87,-0.29,0.0,0,53.9,0,0.3147,6.442669,175.603366,88.99,0.00058,1
0.091,0.08,-0.056,235.59987,-0.143,-0.049,132.7,-0.032,0.039601,12.94,-0.077,-0.073,0,5.6,0,0.3133,26.059868,3.849371737,80.61,0.00019,2
1.3,1.19,-2.05,13.803261,2.79,-0.2,16.7,1.18,0.014924,51.34,1.28,-0.16,1,2.28,0,0.6394,5.494878,0.366197145,81.97,4e-05,0
0.2,0.041,-0.348,141.97963,0.668,-0.04,132.1,-0.019,0.045876,2.54,0.196,0.036,0,14.89,0,0.2898,14.949078,4.164384505,87.73,-0.00234,2
0.59,0.25,-1.19,16.621637,-0.93,-0.11,20.7,0.16,0.016787,0.79,-0.58,0.19,0,7.58,0,0.3866,3.707802,2.10433534,83.39,0.00014,2
0.61,0.66,1.3,13.1382675,-0.9,-0.25,15.0,-0.5,0.031071,2.66,-0.55,-0.43,0,33.3,0,0.49,4.409803,28.8431751,88.43,-0.00059,2
0.174,0.208,0.24,110.819664,-2.85,-0.057,172.2,-0.177,0.135797,6.51,-0.165,0.11,1,9.765,0,0.4558,27.948862,1.378649746,89.42,-0.00088,0
3.82,4.02,-3.85,10.087545,1.2,-3.82,13.0,0.22,0.0069,0.73,0.15,-4.01,0,5.85,1,0.3511,3.620826,1.112207126,86.06,0.000236,0
0.39,0.56,-1.08,13.237282,1.1,0.35,16.9,-0.18,0.040604,3.47,-0.17,0.53,0,17.89,0,0.3556,5.475784,64.034363,86.84,0.00055,1
3.01,2.95,3.76,17.523087,-2.74,2.2,22.1,-2.05,0.014449,1.51,-2.06,2.13,0,9.88,1,0.3511,4.286027,1.303576682,89.54,-0.0008,0
8.71,8.68,4.2,19.44362,-22.6,1.43,24.5,-8.57,0.020167,1.8,-8.588,1.39,1,5.27,1,0.4526,5.174481,1.958577398,83.57,-0.00186,0
0.21,0.19,-0.21,21.030302,-0.21,0.02,25.2,0.14,0.01566,1.92,0.21,0.14,0,9.496,0,0.3288,4.420254,5.19103699,89.3,-1e-05,2
