koi_dikco_msky,koi_dicco_msky,koi_fwm_srao,koi_max_mult_ev,koi_fwm_sdeco,koi_dikco_mra,koi_model_snr,koi_dicco_mdec,koi_ror,koi_prad,koi_dikco_mdec,koi_dicco_mra,koi_fpflag_ss,koi_dor,koi_fpflag_co,koi_ldm_coeff1,koi_max_sngle_ev,koi_period,koi_incl,koi_fwm_prao,koi_disposition_num
0.189,0.004,0.0086,5044.028,0.2357,-0.01,308.5,-0.003,0.448692,47.48,0.189,-0.002,1,8.215,0,0.3556,953.5132,3.431126546,81.88,-0.0001,0
0.014,0.005,0.0637,10896.961,0.0287,-0.003,368.8,-0.003,0.499713,52.0,0.014,0.003,1,3.618,0,0.3928,1053.7365,1.583334941,77.52,-0.01,0
2.7,1.5,-0.9,7.11798,0.9,0.94,23.0,0.8,0.021076,2.39,2.5,1.21,0,15.46,0,0.392,5.272707,23.59919017,88.5,0.00013,1
0.392,0.069,-0.08436,15275.126,-0.35097,-0.15,3072.5,-0.068,0.666432,49.49,-0.362,0.008,0,26.3205,0,0.7181,1894.6132,8.429438192,89.07,0.0,0
1.37,1.38,1.6,9.742945,1.5,-1.13,8.6,0.8,0.013829,1.15,0.8,-1.13,0,149.7,0,0.3829,7.1863,299.70688,89.95,-0.00034,1
1.1,1.1,3.8,7.880763,-0.1,0.49,9.0,-1.0,0.008045,1.05,-1.0,0.47,0,15.54,0,0.4554,4.226475,14.461834,89.76,-0.00038,1
0.7,1.21,-0.7,7.9241037,-0.6,0.58,8.8,0.01,0.010552,1.04,-0.4,1.21,0,6.13,1,0.5253,5.648681,7.9320191,84.22,2e-05,0
0.105,0.004,-0.05996,2191.3906,-0.05059,-0.105,520.3,-0.004,0.418151,96.85,0.002,0.001,1,2.572,0,0.253,180.65036,1.374249107,72.56,0.0,0
2.37,2.28,-2.4,10.790104,3.8,1.27,14.5,-1.97,0.016967,1.85,-2.0,1.14,0,10.14,1,0.3511,4.415864,8.4804737,88.14,0.00083,0
0.58,0.44,-1.9,8.01427,-0.6,0.4,23.0,0.28,0.021076,2.39,0.42,0.34,0,15.46,0,0.392,6.7910457,0.94242156,88.5,6.9e-05,0
0.149,0.011,-0.02829,24443.072,0.12462,0.011,5742.0,0.0,0.486133,62.69,0.149,0.011,1,12.1638,0,0.3026,3393.0452,4.994773558,88.04,-0.0055,0
0.078,0.034,-0.07284,15415.899,-0.1341,0.025,3732.8,0.008,0.837206,267.59,-0.074,-0.033,1,3.693,0,0.2985,2292.3467,1.105094098,87.5,1.0,0
0.12,0.07,0.221,28.887737,0.02,0.09,23.0,-0.07,0.021076,2.39,0.09,0.01,0,15.46,0,0.392,7.9750724,6.842939,88.5,-5.7e-05,2
1.508,6.957,-1.6297,904.5378,1.5525,0.719,240.1,-5.839,0.527086,57.56,-1.325,3.783,1,2.9011,0,0.4035,102.140564,0.8170226,73.1,0.0,0
2.4,2.8,-0.7,7.1488767,1.7,0.95,8.2,2.6,0.011912,0.96,2.2,1.01,0,14.98,0,0.3268,5.419524,4.48538145,89.38,0.00011,1
0.057,0.007,0.12442,24390.424,-0.01153,0.055,1496.8,0.0,0.682386,57.97,0.014,0.007,1,45.746,0,0.421,5134.9556,19.40669392,89.47,-0.053,0
0.151,0.009,0.06389,15515.924,0.16565,0.076,2368.6,-0.008,0.413415,44.78,0.131,0.005,1,13.16,0,0.3928,1752.3062,7.143708297,89.3,0.0015,0
5.65,5.61,0.443,140.8643,2.132,3.92,390.8,3.86,0.301758,28.44,4.07,4.07,1,1.428,1,0.3928,25.530638,0.952377862,29.04,-0.00095,0
0.028,0.009,-0.012,290.11032,0.013,0.007,337.2,-0.009,0.354453,256.2,0.027,-0.003,1,3.881,0,0.4773,31.565859,3.521050679,70.96,0.0,0
0.13,0.09,-0.14,12.786424,-0.46,0.13,11.4,0.02,0.021308,1.51,0.01,-0.09,0,42.5,0,0.7181,7.227822,4.84847245,89.74,0.00023,1
0.228,0.022,-0.1191,5666.6855,0.1532,-0.118,1243.7,-0.01,0.470993,59.71,0.195,0.02,1,6.183,0,0.2947,437.66324,1.941635737,80.02,-0.0076,0
0.085,0.04,0.0115,5275.132,0.0164,0.067,511.4,0.04,0.43179,68.65,0.053,0.0,1,1.886,0,0.2893,335.68802,0.539445498,49.93,-0.0002,0
0.16,0.11,-0.17,19.447906,-0.479,-0.08,154.4,0.1,0.283951,89.55,-0.14,0.04,1,1.655,0,0.2541,4.4151664,20.7106853,40.85,0.0,0
0.062,0.003,-0.12683,35453.266,0.09407,-0.057,1495.4,0.001,0.606844,56.59,-0.024,-0.002,1,7.2854,0,0.421,4150.309,2.521245368,88.18,0.002,0
8.3,8.2,0.4,7.8041596,9.5,3.6,8.9,7.52,0.010318,0.91,7.47,3.34,0,8.29,1,0.4415,3.3013546,2.52122764,87.94,1e-05,0
4.0,3.9,-2.2,7.7261925,0.1,2.2,7.8,3.2,0.011675,0.81,3.31,2.3,0,6.84,0,0.444,7.49554,2.5212708,87.09,0.00032,0
0.077,0.001,0.10538,26640.668,0.07832,0.037,6499.9,-0.001,0.615641,110.46,0.068,0.0,1,13.0525,0,0.3534,3220.0493,8.202869679,87.54,0.0,0
1.4,1.4,-2.0,8.382526,-1.4,-0.77,10.4,-1.2,0.012914,1.41,-1.1,-0.72,0,15.14,0,0.3588,3.707846,11.8436119,89.75,0.00037,1
0.093,0.044,0.3421,2268.2866,0.662,-0.074,964.8,-0.038,0.500122,47.02,0.056,0.022,1,7.717,0,0.3556,189.89961,3.442714533,81.49,-0.001,0
0.583,0.61,5.8,10.978225,10.8,-0.004,15.3,0.0,0.257403,28.22,-0.017,0.0,0,47.2,1,0.5256,8.209685,475.91706,88.52,-0.0043,0
6.97,6.93,-0.1,8.724697,-0.5,6.32,10.8,2.897,0.006091,0.9,2.941,6.29,0,3.52,0,0.3625,5.530312,0.858285844,84.8,7e-06,0
0.88,1.14,1.3,8.390433,2.4,-0.35,9.1,1.05,0.014899,0.84,0.81,-0.44,0,11.91,0,0.4639,3.3718977,4.88446644,86.27,-0.00027,1
1.0,1.4,-0.6,7.3837943,-2.5,1.0,10.3,0.32,0.009644,1.79,0.23,1.4,0,10.58,0,0.4288,2.8682158,8.9772888,86.2,4e-05,1
0.4,0.62,2.8,10.401874,0.8,0.4,12.3,0.12,0.008811,1.55,0.0,0.61,0,5.835,0,0.4641,3.0804346,3.03359398,89.78,-0.00023,1
0.28,0.16,1.43,7.972139,-2.7,0.0,11.8,-0.03,0.226556,10.39,-0.28,-0.16,0,13.18,0,0.2898,3.2788918,21.9139549,84.78,-0.001,1
6.98,0.98,4.47,10.042057,-5.05,6.13,5.3,-0.85,0.008903,0.7,-3.35,-0.5,0,13.74778,0,0.5684,5.2417016,6.238315363,87.05,2e-06,0
0.18,0.27,1.1,7.657937,0.6,-0.16,9.6,0.26,0.154393,20.91,0.07,-0.06,0,3.34,0,0.4096,3.5918357,9.3888216,70.05,-0.00021,1
0.078,0.045,-0.0616,44989.64,0.10348,-0.069,1351.5,-0.011,0.664481,191.42,0.037,-0.043,1,3.68149,0,0.219,4110.4556,2.115510941,82.32,0.0,0
10.49,10.39,5.62,13.197882,2.45,3.77,33.6,9.64,0.016126,1.98,9.78,3.88,0,1.0131,1,0.3511,3.3458421,1.015044104,13.85,-0.00037,0
0.109,0.171,-0.1092,5466.532,-0.1942,-0.045,757.0,-0.16,0.409001,55.69,-0.099,0.061,1,6.5584,0,0.3071,540.1277,3.711013336,79.53,-0.0026,0
2.2,2.4,1.78,11.146896,-1.52,1.93,17.8,-0.96,0.007754,5.65,-0.95,2.2,0,5.22,1,0.4954,3.5199478,2.97606298,86.01,-0.000155,0
3.1,3.2,-3.2,7.4813848,-3.7,-2.9,9.1,-1.4,0.009317,0.85,-1.3,-2.8,0,5.0849,0,0.4341,3.5023768,2.97586085,88.69,0.00024,0
0.023,0.006,0.0221,9141.622,-0.0064,0.003,3361.5,0.005,0.684799,121.59,0.023,0.003,1,45.77,0,0.5102,1867.8506,14.658013949,88.57,0.001,0
0.133,0.007,-0.1345,5111.854,-0.0713,-0.05,2003.1,0.007,0.40426,45.2,-0.123,-0.001,1,34.268,0,0.319,968.00336,18.839487435,89.3,-0.004,0
0.583,0.61,-6.73,12.861093,12.04,-0.004,23.3,0.0,0.008239,1.9,-0.017,0.0,0,2.89,1,0.3975,3.7718709,0.555973803,78.77,0.000358,0
0.126,0.02,-0.07378,26435.945,-0.13725,-0.013,732.5,-0.017,0.584886,78.3,-0.125,-0.01,1,8.386,0,0.3147,4594.7153,4.426344495,85.43,0.0008,0
0.372,0.442,-0.0005,9342.362,-0.034,-0.267,454.1,-0.29,0.4996,110.91,-0.259,-0.333,1,2.512,0,0.3354,755.3856,0.957823876,66.74,0.0,0
0.053,0.005,-0.0011,3631.662,0.0782,0.05,696.5,0.0,0.390263,42.15,-0.016,0.005,1,9.359,0,0.3026,467.6461,5.024768971,83.63,0.0005,0
0.084,0.016,-0.08265,42138.434,-0.03276,-0.067,4578.3,0.004,0.613905,62.08,-0.052,-0.016,1,23.1105,0,0.5167,11098.194,30.960216668,88.56,0.0,0
0.19,0.38,-0.0005,7336.0117,-0.034,0.067,967.7,-0.37,0.540267,157.82,-0.18,0.077,1,3.3535,0,0.2374,612.71326,2.470283788,76.13,0.0,0
1.74,1.69,-6.0,10.267005,-5.3,-0.59,13.0,-1.59,0.007809,0.92,-1.64,-0.55,0,1.698,1,0.3239,5.6612787,1.23516416,66.47,0.000347,0
3.14,3.11,-6.5,9.1849785,1.3,-3.07,12.0,0.78,0.006415,0.7,0.67,-3.01,0,1.482,1,0.3511,6.3425574,1.23513471,61.13,0.000268,0
8.98,9.02,-3.6,8.249648,-100.1,-4.19,10.8,-7.9,0.010448,20.96,-7.95,-4.36,0,2.55,1,0.5473,4.722031,0.8903331,82.74,0.00034,0
0.039,0.042,0.138,859.69916,-0.283,-0.039,796.5,0.037,0.188658,21.57,-0.008,-0.021,1,19.464,0,0.3147,162.84451,20.000242814,87.04,0.00135,0
0.146,0.11,-0.5715,12182.578,-0.82623,-0.06,3617.5,0.06,0.550517,81.1,0.133,0.09,1,23.973,0,0.3534,1952.5149,10.217121652,88.12,-0.338,0
10.084,9.99,20.7,7.1957045,-2.5,9.967,9.6,-1.235,0.005856,0.51,-1.536,9.914,0,1.298,1,0.4767,3.6324959,0.618060842,43.32,-0.000753,0
0.2,0.04,-0.0005,10308.177,-0.034,0.19,1728.1,0.01,0.664601,138.54,-0.05,0.04,1,1.9631,0,0.3958,938.2225,0.759764419,73.89,0.0,0
0.51,0.37,-0.8,8.3019705,0.4,-0.44,9.8,-0.23,0.011494,1.17,-0.26,-0.29,0,8.09,0,0.3928,2.692931,2.6528082,86.92,3e-05,1
0.038,0.011,0.0045,5924.18,0.0208,0.02,2642.2,-0.004,0.520189,53.0,0.032,-0.01,1,37.69925,0,0.3071,1382.2795,21.539269242,88.62,0.01,0
0.244,1.25,0.5956,3169.214,0.7212,0.033,553.0,-0.734,0.512254,37.93,0.242,-1.02,1,21.01,0,0.7032,468.68845,5.270733213,88.83,0.13,0
1.37,1.69,0.9,8.208845,1.13,-0.9,9.3,-1.64,0.010274,1.07,-1.06,-0.4,0,13.32,0,0.3071,4.6962523,2.43135542,89.48,-0.00025,1
1.97,1.93,1.7,12.322731,-1.06,-1.33,23.6,-1.8,0.014676,1.3,-1.46,-0.68,0,5.33,1,0.4415,3.9821486,12.4232158,87.36,-0.00047,0
1.42,1.44,0.29,8.208407,0.56,-1.35,35.7,0.62,0.014734,1.66,0.46,-1.3,0,1.01512,1,0.319,2.8304477,4.3206933,16.66,-3e-05,0
0.133,0.254,-0.1294,5703.485,-0.097,-0.027,3181.5,-0.241,0.20488,46.92,-0.13,-0.082,1,20.7655,0,0.3434,830.21533,16.486796364,89.15,0.0104,0
0.34,0.36,0.3,8.280344,0.92,0.23,10.1,-0.1,0.013266,3.13,-0.25,0.34,0,1.797,0,0.4173,4.1792054,5.7768734,56.41,-2.4e-05,0
0.1,0.025,-0.06972,22029.355,0.06546,-0.093,3487.5,-0.006,0.683496,68.52,-0.036,0.024,1,30.1615,0,0.4415,3924.788,20.148807707,89.59,0.0,0
0.222,0.262,0.0757,5203.446,0.0771,0.222,679.8,-0.012,0.454182,46.27,0.001,0.262,1,2.1877,0,0.3238,301.31213,0.687772143,57.79,-0.0077,0
0.134,0.123,0.21042,4442.473,0.45191,-0.132,1509.3,-0.122,0.526784,39.98,-0.023,-0.019,1,3.5153,0,0.4535,472.8448,0.843651274,83.38,0.14,0
0.07,0.22,0.19981,20847.062,0.15323,0.068,1054.4,0.208,0.655143,43.5,0.018,0.072,1,4.198,0,0.4539,1655.0394,1.142946648,83.45,0.0,0
0.034,0.009,0.0251,6998.6523,0.1282,-0.01,1307.0,-0.001,0.678383,89.71,0.033,0.009,1,13.5033,0,0.3354,854.9326,7.217010987,84.53,-0.0021,0
15.59,15.6,6.74,10.819631,47.24,5.178,19.1,14.73,0.287894,42.47,14.71,5.119,0,2.76,1,0.2567,5.745396,9.72869627,62.49,-0.0015,0
0.09,0.21,6.8,11.938858,-0.4,-0.09,15.6,-0.04,0.006819,0.66,0.0,0.21,0,1.672,0,0.4096,3.3149498,0.566791802,66.03,-0.000151,0
0.054,0.177,0.2199,9708.388,0.03833,0.049,2121.8,-0.043,0.691322,99.05,-0.023,0.172,0,3.43849,0,0.2947,1168.8412,2.245738777,83.38,-0.36,0
0.87,0.86,-2.8,11.723129,-0.9,-0.87,13.6,-0.08,0.006627,0.74,-0.03,-0.85,1,3.67,1,0.319,3.1756713,2.24572117,80.65,0.000118,0
3.1,3.3,0.53,21.414711,0.26,-0.31,27.0,-3.3,0.008589,0.55,-3.0,-0.47,0,2.722,0,0.6215,31.246922,0.566801906,86.74,-1e-05,0
0.1,0.009,-0.12811,15679.817,0.08417,-0.039,2338.3,0.009,0.570473,49.53,0.092,-0.001,1,6.265,0,0.3238,2073.9238,2.316171991,83.58,0.017,0
0.41,0.49,0.0,8.802952,0.5,0.06,10.8,0.46,0.014829,1.88,0.4,0.16,0,77.1,0,0.4096,3.6855063,12.54474243,89.86,-2e-05,1
0.64,0.64,-0.24,13.985345,-0.88,0.59,23.0,-0.64,0.021076,2.39,-0.24,0.05,0,15.46,0,0.392,5.3738027,0.56680208,88.5,3e-05,0
2.0,2.09,-0.0005,11.801067,-0.034,0.56,45.9,-2.02,0.018177,1.49,-1.93,0.54,0,1.0102,0,0.398,3.62364,0.566810701,13.58,0.0,0
2.33,2.54,-0.0005,8.335669,-0.034,-1.15,17.0,-2.23,0.206142,23.19,-2.03,-1.21,0,1.213,0,0.3661,3.476932,0.566813319,9.71,0.0,0
0.307,0.003,-0.2672,3179.7195,0.2497,-0.035,1292.0,0.0,0.209933,91.26,0.305,0.003,0,16.929,0,0.5029,769.8438,28.787257509,88.11,0.0,0
0.15,0.1,-0.0695,1543.4167,0.2101,0.013,939.5,0.075,0.405309,30.54,0.15,-0.066,1,2.2088,0,0.5172,69.10636,0.835315046,56.33,0.00175,0
0.53,0.47,-1.4,7.6574883,2.4,-0.49,10.1,-0.26,0.006171,0.84,-0.22,-0.39,0,14.06,0,0.4096,3.180042,3.07551068,89.98,4.9e-05,1
2.436,2.194,2.947,436.86713,-0.872,2.317,285.4,-0.65,0.4367,61.04,-0.754,2.094,1,41.2,0,0.3098,224.54747,26.0164225,88.41,-0.098,0
0.97,0.99,1.3,8.100243,0.6,-0.93,8.7,0.4,0.009164,1.08,0.3,-0.91,0,14.52,0,0.3288,3.5221329,6.29340543,88.3,-0.00013,1
2.2,2.0,-1.7,7.245392,-0.8,-2.0,7.1,-1.0,0.014455,1.63,-0.9,-1.8,0,142.0,0,0.3217,5.1917653,593.19521,89.95,0.00043,0
1.94,1.9,-0.93,10.3683195,0.62,-1.9,11.0,-0.43,0.006559,0.41,-0.38,-1.9,0,4.05,1,0.3622,4.108952,0.706430188,85.92,4.7e-05,0
0.87,0.93,-1.6,7.75047,0.9,-0.8,9.5,0.35,0.008061,0.85,0.34,-0.86,0,12.86,0,0.4603,3.778827,7.7021729,87.73,0.00014,1
0.583,0.61,10.7,8.5434475,1.0,-0.004,20.5,0.0,0.015394,1.14,-0.017,0.0,1,1.762,0,0.4535,3.0676322,0.78430061,68.03,-0.00176,0
0.124,0.051,-0.0333,16765.291,0.02803,-0.118,2274.7,-0.051,0.532779,67.43,0.04,-0.007,1,3.5585,0,0.3239,2158.543,2.665875491,75.71,0.0,0
1.36,1.29,0.4,9.124913,3.3,-0.63,12.4,1.22,0.006683,0.99,1.2,-0.43,0,2.04,0,0.3069,3.748252,2.6658312,64.97,-2e-05,0
0.5,0.54,-0.29,8.996354,-0.69,0.16,27.9,-0.49,0.045763,15.68,-0.48,0.22,0,1.044,0,0.2703,3.3766086,1.5765874,5.26,4.1e-06,0
2.7,2.39,-1.7,8.99747,2.6,-2.58,10.7,-0.56,0.005487,0.62,-0.81,-2.32,0,7.8,0,0.4096,3.6936169,2.52557582,87.26,-2.7e-05,1
0.98,0.97,1.5,8.290654,1.5,-0.9,8.4,-0.42,0.009775,1.01,-0.39,-0.87,0,10.43,0,0.327,6.513579,8.2927558,86.52,-0.00014,1
0.81,0.81,0.4,7.8635516,0.8,0.78,7.9,-0.26,0.014069,1.45,-0.25,0.77,0,74.4,0,0.327,5.4078236,22.786522,89.95,-0.00012,1
0.137,0.014,-0.1472,7513.4863,0.0465,-0.092,2829.0,0.002,0.526828,31.3,0.101,-0.014,1,17.108,0,0.2616,1780.8131,28.027891356,87.66,0.013,0
0.207,0.003,-0.05881,15222.97,-0.11965,-0.112,1545.8,-0.003,0.449196,50.28,-0.174,0.001,1,3.753,0,0.3447,1283.6149,2.028512246,76.58,-0.0003,0
1.04,11.94,4.1,9.4107895,-2.4,0.93,13.0,-7.64,0.006993,0.63,0.47,9.18,0,2.6,1,0.5896,6.0516696,1.33256167,81.1,-0.000316,0
2.37,2.39,1.28,10.710653,2.47,1.34,5.0,2.03,0.005219,0.96,1.95,1.26,0,2.761649,1,0.2923,3.0489588,1.332567821,81.4,-3.5e-05,0
1.01,1.06,1.43,12.361612,0.15,0.84,31.4,0.64,0.015757,28.37,0.55,0.85,0,2.25,1,0.4351,3.3601294,1.332545609,75.03,-0.000141,0
6.4,6.5,-1.73,12.394887,-0.68,-2.67,11.9,6.0,0.011665,16.03,5.9,-2.7,0,3.359,1,0.662,3.129577,1.33256256,87.67,0.000128,0
2.99,2.94,-1.81,14.2724905,1.94,-0.68,16.1,2.84,0.007995,0.67,2.91,-0.75,0,2.585,1,0.49,3.5857992,1.33258981,85.05,0.00014,0
2.93,2.9,-4.95,13.244247,1.61,-2.33,16.4,1.68,0.007733,0.84,1.78,-2.36,1,1.89,1,0.3511,3.701314,1.33258375,66.77,0.000261,0
0.73,0.68,-0.21,19.733057,0.52,0.46,109.9,0.46,0.228932,28.97,0.57,0.5,0,1.241,0,0.2914,5.1228867,8.9648813,13.25,2e-05,0
0.69,0.86,1.3,10.361855,-0.9,0.43,13.3,0.78,0.011768,1.18,0.54,0.37,0,5.08,0,0.4035,3.2316458,1.284241817,89.68,-0.00013,1
0.36,0.121,0.1189,2719.1772,-0.2851,-0.014,239.2,-0.11,0.22245,29.61,-0.36,0.051,1,4.1422,0,0.3268,265.54388,2.161583501,80.06,-0.0045,0
0.61,0.62,0.3,12.053264,1.1,-0.08,15.6,0.53,0.047917,3.29,0.6,-0.31,0,7.43,0,0.666,4.260325,8.7396758,82.59,-0.0005,2
2.2,1.85,-0.1,7.8874955,-0.7,-0.76,5.1,-1.51,0.00696,1.42,-2.06,-1.06,0,1.527,0,0.3236,3.7024002,0.535493486,68.26,1e-06,0
0.93,1.1,-0.5,7.4926295,-0.2,-0.9,6.5,0.36,0.012609,1.21,0.33,-1.0,0,108.7,0,0.4337,6.847491,15.9474242,89.95,0.00016,1
0.021,0.002,0.01995,9553.544,-0.01601,0.016,5083.9,-0.001,0.544813,58.48,0.014,0.001,1,34.00141,0,0.3147,4282.0254,24.261683827,88.63,0.001,0
0.04,0.136,-0.0004,2418.022,-0.0018,0.039,1595.1,-0.123,0.266068,24.35,-0.007,-0.059,1,23.0803,0,0.3728,718.6801,32.532521502,89.41,0.0102,0
1.44,2.3,-0.4,7.4404545,0.9,-1.32,8.3,-2.18,0.01348,1.2,0.57,0.6,0,99.3,0,0.4527,7.5964355,50.0122,89.95,-0.00026,1
0.067,0.118,0.421,572.669,0.363,-0.012,197.5,0.118,0.34182,32.62,0.066,0.005,1,5.26,0,0.3858,69.57572,4.627775175,76.28,-0.00038,0
0.8,0.8,0.0,7.492699,1.3,-0.6,6.2,-0.6,0.009443,2.5,-0.6,-0.6,0,100.9,0,0.2854,6.641932,28.7850347,89.95,-1e-05,0
1.5,1.41,4.0,8.464324,-0.3,-0.93,9.9,1.11,0.011169,1.04,1.18,-0.88,0,15.78,0,0.3928,3.1864274,5.60682001,89.43,-0.00057,1
0.122,0.017,0.03974,8050.697,-0.10466,0.018,4885.3,-0.016,1.384397,406.97,-0.12,-0.002,1,5.9844,0,0.219,964.8334,6.096030635,83.84,0.0,0
0.396,0.608,0.2468,1717.3049,0.0772,0.352,1364.9,-0.435,0.160651,47.96,-0.183,0.425,1,21.9803,0,0.4298,335.35522,31.953038766,87.63,-0.00594,0
0.65,0.56,-2.7,8.002485,1.2,-0.53,10.1,0.2,0.011641,1.17,0.38,-0.52,0,8.19,0,0.445,7.852292,5.9371708,86.52,0.00044,0
9.682,9.778,1.95,23.61648,-9.69,0.031,94.0,-9.778,0.212412,18.93,-9.682,-0.064,1,1.221,1,0.3858,4.191663,0.577844035,11.94,-9.5e-05,0
0.09,0.016,-0.01335,9994.969,0.0413,-0.057,1694.6,-0.015,0.69015,83.5,-0.07,0.001,1,2.66171,0,0.2913,1234.7294,2.630090609,83.86,0.0,0
0.072,0.015,0.4701,9013.35,0.4409,-0.043,4750.2,-0.014,0.423955,43.15,-0.058,-0.006,1,30.00809,0,0.3511,2628.2642,43.204596783,89.24,0.004,0
0.199,0.053,0.8,11.96055,-0.33,-0.114,68.2,-0.053,0.008101,1.8,-0.164,-0.006,1,1.812,0,0.2733,3.3648684,1.75147897,89.75,-5.5e-05,0
2.5,2.8,-2.8,7.9335093,-2.84,-1.06,6.0,-2.6,0.00811,0.74,-2.3,-1.09,0,20.3,0,0.5746,3.5675104,3.17796408,87.46,0.0,1
1.2,1.1,2.1,8.112807,0.0,-0.33,10.3,-1.1,0.007315,0.82,-1.1,-0.29,0,8.54,0,0.4603,3.3555002,3.66520844,89.7,-0.000118,1
1.03,0.83,1.8,8.180584,0.6,0.36,10.1,0.72,0.013736,1.18,0.97,0.41,0,10.4,0,0.5086,4.08432,3.05293416,88.2,-0.00035,1
0.95,1.14,1.1,9.294816,-0.7,0.78,9.4,0.7,0.015581,1.73,0.5,0.89,0,45.78,0,0.4695,3.7325964,12.834857,89.65,-0.00032,1
1.65,1.7,-1.8,7.548021,-0.6,-1.4,8.3,0.98,0.012116,1.43,0.93,-1.4,0,41.6,0,0.3729,3.5114079,36.2530992,89.01,0.00028,1
1.61,1.45,1.0,8.233237,0.6,0.3,9.8,-1.41,0.008289,0.48,-1.58,0.33,0,13.2,0,0.4228,3.898229,4.02321842,88.28,-9e-05,1
0.7,0.9,2.2,8.431282,2.0,0.7,9.8,-0.64,0.010735,1.32,0.14,-0.58,0,13.02,0,0.3288,3.0804672,7.5017934,88.74,-0.00034,1
0.5,5.7,-2.22,7.7193766,1.08,0.3,9.1,-1.76,0.012879,1.46,-0.35,5.5,0,2.38,0,0.4695,3.3568156,0.912351255,66.3,-0.000137,1
0.72,0.68,0.5,7.8802567,0.1,-0.34,9.3,-0.6,0.008943,2.06,-0.64,-0.33,0,21.96,0,0.4641,2.9232438,12.4701111,88.51,-5e-05,1
0.041,0.02,0.1129,2549.221,-0.2368,0.012,724.0,-0.009,0.496613,84.49,0.039,0.018,1,4.5305,0,0.2707,315.86533,3.495457889,77.7,-0.031,0
3.04,2.95,3.8,7.7581415,-0.8,1.2,8.1,-2.71,0.015533,1.36,-2.81,1.2,0,14.88,0,0.3728,3.4280632,5.8229815,88.48,-0.00085,1
0.131,0.018,-0.1941,1307.7428,-0.4259,0.068,87.9,0.018,0.255027,22.11,0.112,0.003,1,11.65,0,0.398,138.26677,4.01668015,85.52,-0.0009,0
7.52,8.1,-2.0,8.937359,5.8,-0.99,10.3,7.92,0.008174,0.99,7.46,-1.79,0,1.881,1,0.2947,4.070061,1.89134156,66.86,0.000171,0
0.03,0.005,0.03712,14795.117,-0.01044,0.03,3316.5,0.004,1.213101,446.29,0.005,-0.002,1,5.0041,0,0.3028,1559.4591,2.881100027,80.47,0.1,0
13.172,13.218,-5.6,8.494896,-3.1,-3.806,37.9,-12.639,0.008208,0.89,-12.611,-3.868,1,1.052,1,0.3511,4.2350397,0.806277023,48.46,0.000209,0
5.61,5.66,0.2,7.6691084,2.9,3.03,12.6,4.8,0.008629,0.83,4.72,3.0,0,1.572,1,0.4526,3.4053607,0.513482156,89.85,-2e-05,0
0.84,0.86,-0.53,15.014378,1.01,-0.47,11.7,0.73,0.017177,1.94,0.7,-0.47,0,100.8,0,0.3042,14.151134,225.66716,89.95,0.00036,0
6.85,7.03,-16.1,8.241066,-54.1,-2.94,10.0,-6.44,0.010053,1.01,-6.18,-2.83,0,10.44,1,0.4096,3.2782128,4.24748886,88.67,0.00223,0
12.969,12.986,-1.39,9.2776575,-4.06,-11.145,11.9,-6.615,0.005392,2.12,-6.633,-11.175,0,6.29,1,0.5029,3.786952,1.000012952,89.12,2.9e-05,0
0.231,0.011,-0.44968,9404.604,-0.14103,-0.03,524.8,0.01,0.645784,51.97,0.229,0.005,1,3.9966,0,0.6908,664.01855,0.878803439,83.29,0.0,0
0.218,0.007,-0.20189,17090.652,-0.1737,-0.176,459.9,0.007,0.561344,45.91,-0.129,0.001,1,4.954,0,0.5575,1323.8098,1.560158562,81.74,0.002,0
0.096,0.017,-0.0244,8053.333,0.1156,0.005,2594.9,-0.014,0.507247,74.5,0.095,-0.01,1,100.97,0,0.3819,2046.6451,34.188302705,89.46,0.002,0
0.41,0.54,0.4,11.460257,3.3,0.3,14.7,0.33,0.020507,1.88,0.3,0.43,1,57.6,0,0.5167,4.722146,8.65303996,89.63,-0.00016,0
0.54,0.21,1.8,8.439913,3.1,0.46,8.9,0.02,0.014108,0.85,-0.28,0.2,1,38.1,0,0.5081,2.8221126,8.65311903,88.95,-0.00019,0
1.75,1.77,-0.53,7.3641725,0.98,-1.36,26.8,-1.08,0.009789,1.14,-1.11,-1.4,1,4.823,1,0.3807,5.389343,12.4253812,88.24,8e-05,0
1.57,1.48,0.95,21.62828,0.03,-0.31,122.0,-1.41,0.061347,4.72,-1.54,-0.47,0,2.097,0,0.5398,11.611679,12.42555999,64.17,-0.0014,0
10.17,1.0,-2.98,19.788036,-1.177,-9.02,49.6,1.0,0.035212,8.43,-4.7,0.25,0,1.587,1,0.2434,5.8214254,12.4257442,52.65,-0.000905,0
2.39,2.39,0.4,14.412345,-2.0,-1.74,36.0,-1.6,0.022225,2.17,-1.63,-1.77,0,1.821,1,0.3928,3.85366,12.4254241,59.01,-4e-05,0
0.06,0.1,1.09156,9217.836,-0.32877,-0.032,1280.3,-0.098,0.335774,40.11,-0.051,-0.019,1,3.8519,0,0.2866,998.26263,2.991884392,82.6,0.0,0
0.037,0.046,0.5607,3531.5542,-0.4205,-0.035,877.8,-0.011,0.500082,55.26,0.013,0.044,1,2.4877,0,0.3071,318.18027,1.795273026,67.93,-0.003,0
4.61,4.34,3.5,11.096972,3.5,3.13,12.9,3.13,0.004451,0.47,3.38,3.0,0,2.136,1,0.4099,14.14219,0.755109271,79.07,-8.5e-05,0
